,Title,genres,poster_path,Score,Fantasy,Adventure,Documentary,Thriller,Drama,War,Romance,Family,Animation,Crime,Mystery,Western,TV Movie,Comedy,Science Fiction,Action,Horror,Music,History
2125,Spider-Man: Into the Spider-Verse,"Action,Adventure,Animation,Science Fiction",/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,0.8302889490983945,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2913,Interstellar,"Adventure,Drama,Science Fiction",/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,0.8267686548201318,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1981,Avengers: Infinity War,"Adventure,Action,Science Fiction",/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,0.8029762979679096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1740,Avengers: Endgame,"Adventure,Science Fiction,Action",/or06FN3Dka5tukK1e9sl16pB3iy.jpg,0.7663055289158728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2900,Whiplash,"Drama,Music",/7fn624j5lj3xTme2SgiLCeuedmO.jpg,0.73737972597638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2346,Coco,"Family,Animation,Fantasy,Music,Comedy,Adventure",/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,0.7320157199158575,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1416,Spider-Man: No Way Home,"Action,Adventure,Science Fiction",/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,0.7315357201682671,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3353,Django Unchained,"Drama,Western",/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,0.7291740730281494,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1093,Avatar: The Way of Water,"Science Fiction,Adventure,Action",/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,0.7222727104313698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1094,Puss in Boots: The Last Wish,"Animation,Family,Fantasy,Adventure,Comedy",/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,0.7044516105205519,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2511,Hacksaw Ridge,"Drama,History,War",/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg,0.7001136215004643,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3168,The Wolf of Wall Street,"Crime,Drama,Comedy",/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,0.6948835124829932,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2116,Green Book,"Drama,Comedy",/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,0.6762720037159388,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1154,Zack Snyder's Justice League,"Action,Adventure,Fantasy",/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,0.6670876761766662,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2349,Call Me by Your Name,"Romance,Drama",/mZ4gBdfkhP9tvLH1DO4m4HYtiyi.jpg,0.6640902877109577,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
893,Top Gun: Maverick,"Action,Drama",/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,0.6633154165822661,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2641,Inside Out,"Animation,Family,Adventure,Drama,Comedy",/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,0.6572180578088194,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2103,Bohemian Rhapsody,"Music,Drama,History",/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,0.6542188416798702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2776,The Grand Budapest Hotel,"Comedy,Drama",/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,0.6526237874413964,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1672,Soul,"Animation,Family,Comedy,Fantasy,Drama",/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg,0.6470553429935392,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3112,Prisoners,"Drama,Thriller,Crime",/jsS3a3ep2KyBVmmiwaz3LvK49b1.jpg,0.6383000895658946,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2891,Gone Girl,"Mystery,Thriller,Drama",/qymaJhucquUwjpb8oiqynMeXnID.jpg,0.6337368944661937,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3221,The Avengers,"Science Fiction,Action,Adventure",/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,0.6312913609927302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2539,Hidden Figures,"Drama,History",/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,0.6305173615313255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1898,1917,"War,Drama,History",/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,0.6280950907777965,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2526,La La Land,"Comedy,Drama,Romance,Music",/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,0.623002735277057,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3257,The Dark Knight Rises,"Action,Crime,Drama,Thriller",/85cWkCVftiVs0BVey6pxX8uNmLt.jpg,0.6214839722250749,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2443,Me Before You,"Drama,Romance",/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg,0.6208478246693295,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2339,"Three Billboards Outside Ebbing, Missouri","Crime,Drama",/pZRhqJj0DBy4ghB7g6pU7MGHsWJ.jpg,0.6206748951149295,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1204,Cruella,"Comedy,Crime",/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg,0.6204945256933321,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2176,Logan,"Action,Drama,Science Fiction",/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,0.6195966917393144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2343,Wonder,"Drama,Family",/ouYgAatYH4JzIThj6FI3UYf31RI.jpg,0.6117175962079866,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3123,12 Years a Slave,"Drama,History",/xdANQijuNrJaw1HA61rDccME4Tm.jpg,0.6084710341147205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1847,Jojo Rabbit,"Comedy,War,Drama",/7GsM4mtM0worCtIVeiQt28HieeN.jpg,0.6045993703692482,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3161,Her,"Romance,Science Fiction,Drama",/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg,0.6041738751554117,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2695,Room,"Drama,Thriller",/pCURNjeomWbMSdiP64gj8NVVHTQ.jpg,0.600574838349921,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,Guardians of the Galaxy Vol. 2,"Science Fiction,Adventure,Action",/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,0.599300252875457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2389,Deadpool,"Action,Adventure,Comedy",/fSRb7vyIP8rQpL0I47P3qUsEKX3.jpg,0.5959137923963707,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2398,Zootopia,"Animation,Adventure,Family,Comedy",/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,0.5932456602929052,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2916,Big Hero 6,"Adventure,Family,Animation,Action,Comedy",/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,0.5919299141989793,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1711,Five Feet Apart,"Romance,Drama",/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,0.591311699076744,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1878,Knives Out,"Comedy,Crime,Mystery",/pThyQovXQrw2m0s9x82twj48Jq4.jpg,0.5877089083138143,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
2686,The Martian,"Drama,Adventure,Science Fiction",/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg,0.5819492994077177,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2360,The Greatest Showman,Drama,/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg,0.5794392011283535,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,Captain America: The Winter Soldier,"Action,Adventure,Science Fiction",/tVFRpFw3xTedgPGqxW0AOI8Qhh0.jpg,0.5784560695163032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2732,The Hateful Eight,"Drama,Mystery,Western",/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg,0.5749895791560389,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1869,Ford v Ferrari,"Drama,Action,History",/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,0.5723570986313281,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2332,Thor: Ragnarok,"Action,Adventure,Fantasy,Science Fiction,Comedy",/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,0.5712287178575552,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
1363,Dune,"Science Fiction,Adventure",/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,0.5675356382292246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2626,Mad Max: Fury Road,"Action,Adventure,Science Fiction",/hA2ple9q4qnwxp3hKVNhroipsir.jpg,0.5671220565161468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1158,Nobody,"Action,Crime,Thriller",/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,0.5670379086174497,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1223,Luca,"Animation,Comedy,Fantasy,Adventure,Family",/8tABCBpzu3mZbzMB3sRzMEHEvJi.jpg,0.5648791136946633,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3131,About Time,"Drama,Romance,Fantasy",/iR1bVfURbN7r1C46WHFbwCkVve.jpg,0.5626360460498879,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3132,Dallas Buyers Club,"Drama,History",/7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg,0.5618900804419622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3296,The Perks of Being a Wallflower,Drama,/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg,0.5612238400986063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,Get Out,"Mystery,Thriller,Horror",/mE24wUCfjK8AoBBjaMjho7Rczr7.jpg,0.5599689485354987,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1961,Ready Player One,"Science Fiction,Adventure,Action",/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,0.5570683343948291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2570,Kingsman: The Secret Service,"Crime,Comedy,Action,Adventure",/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg,0.5556323941950272,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1947,"Love, Simon","Comedy,Drama,Romance",/5YUYg5q7QfC4IoNwNUtiwdiYKPr.jpg,0.5535481832005497,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2514,Arrival,"Drama,Science Fiction,Mystery",/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,0.5532199206089686,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1148,Raya and the Last Dragon,"Animation,Family,Fantasy,Action,Adventure",/lPsD10PP4rgUGiGR4CCXA6iY0QQ.jpg,0.5462640357991058,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2907,Nightcrawler,"Crime,Drama,Thriller",/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,0.5434075010466339,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1162,Godzilla vs. Kong,"Action,Fantasy,Science Fiction",/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,0.5410084713069263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2712,Spotlight,"Drama,History",/gWkgMnIsd8Od7iyhEEKL5G4Qq6J.jpg,0.5398425249404686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2823,Edge of Tomorrow,"Action,Science Fiction",/xjw5trHV7Mwo61P0kCTy8paEkgO.jpg,0.5397214590158419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1396,Encanto,"Animation,Comedy,Family,Fantasy",/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,0.539719317107461,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2206,Gifted,"Drama,Comedy",/7YB2YrMwIm1g8FyZtlvmVDfRnAT.jpg,0.5393434823706734,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2733,The Revenant,"Western,Drama,Adventure",/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,0.539172840311445,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2432,Captain America: Civil War,"Adventure,Action,Science Fiction",/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,0.5365404282398288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1993,Deadpool 2,"Action,Comedy,Adventure",/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,0.5334877962856367,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3157,The Hobbit: The Desolation of Smaug,"Fantasy,Adventure,Action",/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,0.5315791400979586,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2603,Ex Machina,"Drama,Science Fiction",/dmJW8IAKHKxFNiUnoDR7JfsK7Rp.jpg,0.5293153334585096,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2828,How to Train Your Dragon 2,"Fantasy,Action,Adventure,Animation,Comedy,Family",/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,0.5286767657788605,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
2509,Doctor Strange,"Action,Adventure,Fantasy",/uGBVj3bEbCoZbDjjl9wTxcygko1.jpg,0.528171928394336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2824,The Fault in Our Stars,"Romance,Drama",/ep7dF4QR4Mm39LI958V0XbwE0hK.jpg,0.526660509535831,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2307,Blade Runner 2049,"Science Fiction,Drama",/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,0.5264313678827875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2820,X-Men: Days of Future Past,"Action,Adventure,Science Fiction",/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,0.5255579532884932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2054,To All the Boys I've Loved Before,"Comedy,Romance",/hKHZhUbIyUAjcSrqJThFGYIR6kI.jpg,0.5238879672168665,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1897,Little Women,"Drama,Romance,History",/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg,0.523632607239119,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2563,"Love, Rosie","Comedy,Romance,Drama",/rpD0t7DhzJVadnzgxSYrqljQTL2.jpg,0.5231221073394003,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1781,Spider-Man: Far From Home,"Action,Adventure,Science Fiction",/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,0.5219904885429483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3071,The Conjuring,"Horror,Thriller",/wVYREutTvI2tmxr6ujrHT704wGF.jpg,0.5217906884934869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1925,Black Panther,"Action,Adventure,Science Fiction",/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,0.5196932355284608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1305,Shang-Chi and the Legend of the Ten Rings,"Action,Adventure,Fantasy",/d08HqqeBQSwN8i8MEvpsZ8Cb438.jpg,0.5189652864182127,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1866,Klaus,"Animation,Family,Adventure,Comedy,Fantasy",/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,0.5187044927061675,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2258,Spider-Man: Homecoming,"Action,Adventure,Science Fiction,Drama",/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,0.5182642507936879,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2530,Rogue One: A Star Wars Story,"Action,Adventure,Science Fiction",/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,0.5165934078069246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2261,Dunkirk,"War,Action,Drama",/ebSnODDg9lbsMIaWg2uAbjn7TO5.jpg,0.5140952780231539,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2250,Baby Driver,"Action,Crime",/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,0.5132109193847518,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010,Incredibles 2,"Action,Adventure,Animation,Family",/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg,0.5113458453693328,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1703,How to Train Your Dragon: The Hidden World,"Animation,Family,Adventure",/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg,0.510920516723528,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1274,The Suicide Squad,"Action,Comedy,Adventure",/kb4s0ML0iVZlG6wAKbbs9NAm6X.jpg,0.5107822567904211,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1860,Marriage Story,Drama,/2JRyCKaRKyJAVpsIHeLvPw5nHmw.jpg,0.5097138577535811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,A Star Is Born,"Music,Drama,Romance",/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg,0.508576460807613,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1422,Sing 2,"Animation,Family",/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,0.5081833971308352,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3142,The Hunger Games: Catching Fire,"Adventure,Action,Science Fiction",/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg,0.5070701181678785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2621,Avengers: Age of Ultron,"Action,Adventure,Science Fiction",/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,0.5055555378526425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3117,Rush,"Drama,Action",/5akKFgS7eeXUw9rKTEujryKrH17.jpg,0.5035211080580625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2902,Birdman or (The Unexpected Virtue of Ignorance),"Drama,Comedy",/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg,0.5033350376173376,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1776,Toy Story 4,"Family,Adventure,Animation,Comedy,Fantasy",/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,0.5026448659049982,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
3345,The Hobbit: An Unexpected Journey,"Adventure,Fantasy,Action",/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,0.4988428862116118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2936,American Sniper,"War,Action",/i1U46OwMc6vlm7OoSUKfqUH615e.jpg,0.4986680069222348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1281,Free Guy,"Comedy,Adventure,Science Fiction",/xmbU4JTUm8rsdtn7Y3Fcm30GpeT.jpg,0.49763556088225136,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2518,Fantastic Beasts and Where to Find Them,"Fantasy,Adventure,Family",/h6NYfVUyM6CDURtZSnBpz647Ldd.jpg,0.49637285209633997,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2147,Split,"Horror,Thriller",/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg,0.4958467291018365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1464,Onward,"Family,Animation,Adventure,Comedy,Fantasy",/f4aul3FyD3jv3v4bul1IrkWZvzq.jpg,0.49464014226598874,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
1965,A Quiet Place,"Horror,Drama,Science Fiction",/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,0.4934944091630187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3332,Life of Pi,"Adventure,Drama",/mYDKm9HxImm8PRru3KbkHAe1cmk.jpg,0.49029499623318445,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2728,Star Wars: The Force Awakens,"Adventure,Action,Science Fiction",/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,0.48698437170812675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1954,Isle of Dogs,"Adventure,Comedy,Animation",/c0nUX6Q1ZB0P2t1Jo6EeFSVnOGQ.jpg,0.4856109884870954,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2163,John Wick: Chapter 2,"Action,Thriller,Crime",/hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg,0.4855759300679702,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2290,It,"Horror,Fantasy",/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg,0.48102662011915875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3231,Moonrise Kingdom,"Comedy,Drama,Romance",/xrziXRHRQ7c7YLIehgSJY8GQBsx.jpg,0.4806890261137508,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2933,The Hobbit: The Battle of the Five Armies,"Action,Adventure,Fantasy",/xT98tLqatZPQApyRmlPL12LtiWp.jpg,0.4803496823584923,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1857,The Irishman,"Crime,Drama,History",/mbm8k3GFhXS0ROd9AD1gqYbIFbM.jpg,0.4803435148798357,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3021,The Great Gatsby,"Drama,Romance",/nimh1rrDDLhgpG8XAYoUZXHYwb6.jpg,0.4801327996567465,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3121,Captain Phillips,"Action,Drama,Thriller",/vjsEi2JytAT76qrtUHPIhXExZAm.jpg,0.47811405851801525,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
875,Doctor Strange in the Multiverse of Madness,"Fantasy,Action,Adventure",/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,0.47724924172699273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3040,Now You See Me,"Thriller,Crime",/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,0.47576846732903566,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2234,Wonder Woman,"Action,Adventure,Fantasy",/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,0.4737234446806895,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1088,The Whale,Drama,/jQ0gylJMxWSL490sy0RrPj1Lj7e.jpg,0.47346492858798817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,Frozen,"Animation,Family,Adventure,Fantasy",/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg,0.4727030710179822,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1439,The Gentlemen,"Comedy,Crime,Action",/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,0.4721171530793474,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3321,Wreck-It Ralph,"Family,Animation,Comedy,Adventure",/zWoIgZ7mgmPkaZjG0102BSKFIqQ.jpg,0.4717850633377602,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2045,BlacKkKlansman,"Comedy,Crime,Drama,History",/8jxqAvSDoneSKRczaK8v9X5gqBp.jpg,0.47121196809353627,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1537,The Kissing Booth 2,"Comedy,Romance",/mb7wQv0adK3kjOUr9n93mANHhPJ.jpg,0.47024391672723226,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1186,Wrath of Man,"Action,Adventure,Crime,Thriller",/M7SUK85sKjaStg4TKhlAVyGlz3.jpg,0.4699033295194842,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
856,Sonic the Hedgehog 2,"Action,Adventure,Family,Comedy",/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,0.4659232280419957,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1051,Guillermo del Toro's Pinocchio,"Animation,Fantasy,Drama,Music",/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,0.4651905374717685,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
915,The Black Phone,"Horror,Thriller",/lr11mCT85T1JanlgjMuhs9nMht4.jpg,0.463183795177045,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1450,Sonic the Hedgehog,"Action,Science Fiction,Comedy,Family",/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,0.46297782845631363,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
1248,Black Widow,"Action,Adventure,Science Fiction",/kwB7d51AIcyzPOBOHLCEZJkmPhQ.jpg,0.46266046732010657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
