,Title,Director,Cast,id,genres,imdb_id,original_language,overview,popularity,poster_path,release_date,runtime,title,vote_average,vote_count
379,Shaadi Teri Bajayenge Hum Band,Gurpreet Sondh,"Rajpal Yadav, Mushtaq Khan, Rahul Bagga, Rohit Kumar, Dilbagh Singh, Naresh Gosain, Afreen Alvi, Radha Bhatt",515410.0,"[{'id': 35, 'name': 'Comedy'}]",tt7856176,hi,The story mainly builds on confusion and how that creates a huge humorous ruckus that will leave its audience in splits.,0.6,/gC6DMV4eo9xPXaIUL63q1NyOJES.jpg,2018-03-23,140,Shaadi Teri Bajayenge Hum Band,6.0,1
380,Baaghi 2,Ahmed Khan,"Tiger Shroff, Disha Patani, Manoj Bajpayee, Randeep Hooda, Prateik Babbar",496316.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",tt6843812,hi,"A battle-hardened army officer goes in search of his ex-lover's child who is mysteriously kidnapped. Neha reaches out to the only person who can help her with her plight, Ronnie. He goes deep into the underbelly of Goa, facing off against drug lords, menacing Russian henchmen, and blood thirsty animals. Daring stunts, chase sequences, air strikes, bomb blasts and other large-scale action sequences will be done with a bona-fide, larger than life approach, truly making it a spectacle.",5.195,/gwX6mKjfxBYbq46CoIpcxIAmIMx.jpg,2018-03-30,145,Baaghi 2,5.9,48
381,Blackmail,Abhinay Deo,"Irrfan Khan, Kirti Kulhari, Arunoday Singh, Divya Dutta, Omi Vaidya",512098.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",tt6972140,hi,"When Dev finds about his wife's affair, he starts blackmailing her and her lover but the blackmail game backfires on him.",6.002,/apt3peZIUjd56Rkt0HGxp6EaxKe.jpg,2018-04-06,138,Blackmail,6.8,77
382,Missing,Mukul Abhyankar,"Tabu, Manoj Bajpayee, Annu Kapoor",513540.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",tt7384848,hi,A couple checks into a beach resort in Mauritius late night with their three-year-old daughter Titli who in the next morning goes missing.,2.975,/6FRPUYld8D0dT0AMrGMJ4cjb94R.jpg,2018-04-06,120,Missing,6.0,12
383,October,Shoojit Sircar,"Varun Dhawan, Banita Sandhu, Gitanjali Rao",496527.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",tt7700730,hi,"Dan, a 21-year-old carefree boy is always surrounded by a bunch of friends and fellow hotel interns who feed off each other's everyday moments, their ups and downs. Shiuli is also an intern working in the same hotel, who at times is at a receiving end of Dan's audaciousness. Everything was normal in their life until a sudden turn of events smashes Dan and Shiuli's lives together, into a bond.",4.07,/nHUBPUwXkHinq2rIXnnCHsPylD1.jpg,2018-04-13,109,October,6.8,70
384,Beyond the Clouds,Majid Majidi,"Ishaan Khatter, Malavika Mohanan",440792.0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",tt3224288,hi,"A hedonistic teenager in Mumbai is busted for dealing drugs and goes to his estranged sister for help, but complications land her in jail.",3.217,/8HvQ7UEngiSQ7Nxj1lH0HW8kOpj.jpg,2018-04-20,120,Beyond the Clouds,6.4,20
385,Nanu Ki Jaanu,Faraz Haider,"Patralekhaa, Abhay Deol, Sapna Chaudhary",515189.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",tt7412738,hi,Nanu is a land mafia who illegally grabs people's property with the help of his friends. But his life witnesses a 360-degree change after he takes an injured girl to hospital. Some unusually inexplicable things start happening with him and soon he realizes that he is not the only one living in his flat. There is an uninvited guest also.,0.888,/r4NEpiQ8ebXEKui0V1zduz7L7y6.jpg,2018-04-20,133,Nanu Ki Jaanu,5.6,7
386,Daas Dev,Sudhir Mishra,"Richa Chaddha, Aditi Rao Hydari, Rahul Bhat, Saurabh Shukla, Vipin Sharma, Vineet Kumar Singh, Dalip Tahil, Anurag Kashyap",363189.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",tt4979110,hi,Dev who takes control of his own life gets addicted to drugs and alcohol and eventually becomes hungry for power.,0.746,/epEPC4J41OwaHkiSPuyRIj4vuOb.jpg,2018-03-23,160,Daas Dev,3.0,2
387,Meri Nimmo,M.M Shanklya,"Anjali Patil,Karan Dave",485096.0,"[{'id': 18, 'name': 'Drama'}]",tt7742704,hi,"The story revolves around Nimmo, who is soon to be wed. Her only friend, and constant companion, is a little boy, who also has a massive crush on her. While the little boy's innocence prevents him from understanding the complications of marriage, it does not prevent him from trying some wacky ideas to keep his 'love' from marrying someone else.",0.629,/ebW4SPm3wQlFsV7uvfy7gMxzed1.jpg,2018-04-27,90,Meri Nimmo,8.0,1
388,102 Not Out,Umesh Shukla,"Amitabh Bachchan, Rishi Kapoor",460713.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",tt6580564,hi,"An unusual love-hate relationship between a 75-year-old son and his 102-year-old father, who wants to break the oldest-man-alive record.",5.196,/2opq0dUfQUuiTzdip9BDqjWKQNL.jpg,2018-05-04,107,102 Not Out,7.6,49
389,Omerta,Hansal Mehta,Rajkummar Rao,475250.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt6978268,hi,"A dramatization of the complex and dangerous life of Omar Sheikh. A convicted terrorist who many believe had financial connections to 9/11, Sheikh is widely known as the man responsible forthe 2002 kidnapping and murder of Wall Street Journal reporter Daniel Pearl.",1.905,/47YDdPKM5qmuOWjxwOcQJtobpqa.jpg,2018-04-20,96,Omertà,7.8,12
390,Raazi,Meghna Gulzar,"Vicky Kaushal, Alia Bhatt",491629.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",tt7098658,hi,An Indian spy is married to a Pakistani military officer during the Indo-Pakistani War of 1971.,8.607,/fF2xXApETxZqyluokyJ1x4gIiTf.jpg,2018-05-10,138,Raazi,7.2,134
391,Hope Aur Hum,Sudip Bandyopadhyay,"Naseeruddin Shah, Sonali Kulkarni, Aamir Bashir",527725.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",tt8324474,hi,"A father obsessed with an old school copying machine wreaks havoc on the family, causing a change in their relationships. Explores the life of each family member and how their lives are intertwined with each other.",1.257,/u5LLZ9rTh5EzUKcF39XGbhaPcI1.jpg,2018-05-11,96,Hope Aur Hum,6.2,3
392,High Jack,Akash Khurana,"Sumeet Vyas, Sonnalli Seygall, Mantra, Taaruk Raina, Priyanshu Painyuli, Kumud Mishra, Natasha Rastogi",515192.0,"[{'id': 35, 'name': 'Comedy'}]",tt8175968,hi,"Rakesh, an out of luck DJ, has just found out that the gig he was to perform in Goa, has been canceled. He is in urgent requirement of money to save his Dad's clinic and in that desperation, partly agrees to carry a packet on his return flight to Delhi. He doesn't realise what's in the packet and the consequences. A bunch of devastated employees of an airline that is shutting down, decide to hijack it's last flight in a bid to recover some dues and to punish their employer. It's the same flight as DJ Rakesh's. With them are flying a bunch of interesting and some weird passengers. Things take a funny turn when people on the flight accidentally get high on the dope including the high jackers. As the plane loses it's direction, the fliers behave out of their minds, the flight turns into one big party...high in the sky.",0.6,/cOaSPUjCvufeilDXuwY7IYGJqMD.jpg,2018-04-20,0,High Jack,9.0,2
